,id_news,country,media_outlet,url,title,text,date,San_Pablo,Puqueldón,Fresia,Llanquihue,Osorno,Purranque,Puyehue,Cochamó,Ancud,Quellón,Queilén,Chonchi,Puerto_Montt,Río_Negro,Castro,Dalcahue,Quemchi,San_Juan_de_la_Costa,Calbuco,Chaitén,Los_Muermos,Maullín,Quinchao,Curaco_de_Vélez,Puerto_Octay,Frutillar,Puerto_Varas,Hualaihué,Palena,Futaleufú
0,21888686.0,chile,radiosago,https://www.radiosago.cl/bajo-modalidad-hibrida-y-semipresencial-se-realizara-la-quinta-feria-del-libro-de-puerto-montt/,Bajo modalidad híbrida y semipresencial se realizará la quinta Feria del Libro de Puerto Montt,"Entre el 4 y el 7 de noviembre se realizará el evento que recibirá un nutrido contingente de escritores y escritoras, quienes participarán en actividades literarias que se desarrollarán en el teatro Diego Rivera y que serán transmitidas a través del Youtube de la Corporación Cultural de Puerto Montt, entidad organizadora del encuentro. Para adecuarse a las condiciones sanitarias vigentes, la Feria del Libro se desarrollará en un formato híbrido y tendrá como objetivo la promoción del libro, de la lectura, así como también estimular el mercado de los librero, en estos tiempos de pandemia en los bienes culturales, han sido un importante apoyo y compañía de tantas personas. En este contexto el director de la Corporación Cultural de Puerto Montt, Marcelo Utreras explicó que “junto a nuestras tradicionales mesas de conversación con escritores, este año estamos apoyando a librerías de la región que de manera online tendrán a la venta los libros de autores y autoras que participarán en este encuentro”. Por otra parte, la 5ª Feria del Libro contará con la participación de cuatro editoriales independientes que exhibirán sus libros en stand presenciales dentro del teatro. En este sentido, la fecha de inscripciones para el público que desee asistir al evento, comenzarán el próximo 25 de octubre. De igual manera también se realizarán actividades en formato virtual. Los escritores y escritoras invitados pertenecen a las ciudades de Puerto Montt, Valdivia, Ancud, Punta Arenas, Vicuña, Antofagasta, Valparaíso, Santiago, Osorno y Ensenada, entre ellos; Carlos Tromben, Catalina Infante, Hernán Rivera Letelier, Verónica Zondek, Pablo Simonetti, Rosabetty Muñoz y Yuri Soria, entre otros. Como en años anteriores se realizarán también actividades de mediación en escuelas y liceos DAEM Puerto Montt y actividades para niños, niñas y toda la familia, como cuenta cuentos y obras de teatro.",2021-10-17,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,
1,21910643.0,chile,radiosago,https://www.radiosago.cl/este-fin-de-semana-8a-version-de-la-feria-artepuertovaras-en-el-kunstgarten/,Este fin de semana: 8ª versión de la Feria artePuertoVaras en el Kunstgarten,"Durante este fin de semana, y hasta el lunes 6 de diciembre, en el Jardín de las Artes Kunstgarten de Puerto Varas, se lleva a cabo la 8ª edición de la Feria artePuertoVaras. Organizada por la Fundación para la Cultura y las Artes Bosque Nativo, esta nueva edición de la feria que se realiza anualmente desde 2013, cuenta con la participación de 44 arquitectos radicados en Puerto Varas, reunidos en 15 estudios de arquitectura, quienes presentan diversos proyectos inspirados en sus procesos creativos. De esta manera, se busca visibilizar los procesos de investigación, como una forma de develar horizontes comunes entre prácticas artísticas y arquitectónicas. En esta nueva convocatoria, denominada “ARQTE: frontera [in]material”, se homenajea al reconocido arquitecto local Néstor Holzapfel Gross (Carahue, 1927), uno de los primeros arquitectos en titularse de la Universidad de Chile, y cuya obra representa uno de los puntos más altos de la Arquitectura Moderna en madera en el sur de Chile, llegando a construir, entre muchas otras obras, más de 100 escuelas rurales en la región.  Bajo la curatoría de la artista visual, Josefina Abara, y el arquitecto José Tomás Infante, el objetivo de esta feria es generar un espacio de encuentro, diálogo y reflexión sobre el rol actual de la arquitectura en nuestro territorio y sus procesos creativos, a través de diversas actividades como exposiciones, charlas, talleres, música, lecturas de poesía y conversatorios. Esta actividad en Galería de Arte Bosque Nativo cuenta con el financiamiento del Ministerio de las Culturas, las Artes y el Patrimonio a través de su Programa de Apoyo a Organizaciones Culturales Colaboradoras. La feria, de entrada liberada, se puede visitar entre el jueves 2 y el lunes 6 de diciembre, entre 11.00 y 21.00 h, en el Jardín de las Artes Kunstgarten (Pasaje Ricke s/n, Puerto Varas).",2021-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2,21910905.0,chile,radiosago,https://www.radiosago.cl/seremi-bbnn-garantizo-que-visor-territorial-electoral-funcionara-perfecto-este-domingo/,Seremi BBNN garantizó que visor territorial electoral «funcionará perfecto» este domingo,"En la web elecciones.visorterritorial.cl se puede acceder a esta plataforma de información de la “geografía del voto”, con información respecto de los locales de votación, número de mesas, cantidad de votantes, entre otros datos relevantes de cara a la elección de este domingo que, en la región de Los Lagos, comprende cuatro distintos cargos en disputa. La modernización de todos los aspectos de la vida ha llevado a que se busquen soluciones acordes a los tiempos en los que los celulares inteligentes son parte cotidiana de una gran parte de la población, por lo que incluso se podrá llegar al local de votación mediante un enlace directo con Google Maps. Es por eso que el seremi de Bienes Nacionales en Los Lagos, Jorge Moreno, dio a conocer los detalles de este visor que se puede descargar como aplicación o a través del navegador de un computador. Moreno aseguró que el funcionamiento de esta plataforma para el día de la elección está garantizado y que lo hará de manera perfecta.  Además, en la misma línea de la digitalización y mejoramiento de los procesos electorales, desde la Secretaría General de la Presidencia presentaron un documento de preguntas y respuestas para el día de la elección que se puede descargar en formato pdf en www.minsegpres.gob.cl y que detalla 17 dudas que existen acerca del proceso electoral como la cantidad de votos que hay que emitir, cómo saber el local de votación correspondiente, entre otras.",2021-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,21911088.0,chile,radiosago,https://www.radiosago.cl/se-disparan-las-cifras-de-covid-19-en-los-rios-casos-nuevos-se-elevan-a-153-y-activos-llegan-a-482/,Se disparan las cifras de COVID-19 en Los Ríos: Casos nuevos se elevan a 153 y activos llegan a 482,"La Secretaría Regional Ministerial de Salud notificó este domingo 153 exámenes positivos para SARS-CoV-2. La Red de Laboratorios de Los Ríos procesó en las últimas 24 horas, 1.953 muestras, arrojando un índice diario de positividad de 7,4%. De los 153 casos confirmados por residencia en Los Ríos, 132 corresponden a casos secundarios, 12 están en investigación y 9 aún están sin trazabilidad. De los nuevos contagios, 27 corresponden a personas de sexo femenino y 126 personas de sexo masculino, con un rango etario entre 3 meses y 74 años. Este domingo, Valdivia concentró la mayores cifras, con 110 casos nuevos de COVID-19, Lanco tuvo 11 casos, Panguipulli 11, Mariquina 9, Río Bueno 5, Los Lagos 3, Paillaco 2, La Unión 1 y Lago Ranco 1. Las comunas de Corral, Futrono y Máfil no registraron contagios diarios. De esta manera, Valdivia ya mantiene 276 casos activos, Panguipulli 59, Lanco 43, Mariquina 26, Futrono 21, Río Bueno 14, Máfil 11, Paillaco 11, La Unión 9, Los Lagos 6, Corral 5 y Lago Ranco 1. En tanto, a la fecha, la región presenta 51.131 casos acumulados, de los cuales 482 corresponden a casos activos, 49.988 a personas recuperadas y 661 a fallecidos. Respecto a las Residencias Sanitarias, a la fecha, 75 personas están haciendo uso de este espacio de aislamiento, lo que representa un porcentaje de 80% de camas ocupadas. Al día de hoy, quedan 24 camas disponibles. Fuente: rioenlinea.cl",2021-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,21912048.0,chile,radiosago,https://www.radiosago.cl/basquetbol-damas-de-la-region-de-los-lagos-logra-segundo-lugar-en-juegos-de-la-araucania-2021/,Básquetbol damas de la región de Los Lagos logra segundo lugar en Juegos de la Araucanía 2021,"La competencia se realizó en el Gimnasio Fiscal de Punta Arenas y congregó a los representativos de las regiones chilenas de Ñuble, Bío Bío, Araucanía, Los Lagos, Los Ríos, Aysén y Magallanes. El segundo lugar de la competencia nacional obtuvo el equipo de básquetbol damas de la Región de Los Lagos, que participó en los Juegos de la Araucanía 2021 realizados en la Región de Magallanes. Las dirigidas de Ramón Paredes y Rodrigo Marianjel ganaron cinco de seis partidos, cuyos marcadores fueron 82 a 54 puntos frente a Bío Bío, 76 a 48 ante Aysén, 82 a 45 a Ñuble, 65 a 36 puntos frente a Araucanía y 67 a 54 tantos a Los Ríos. El único encuentro que perdieron fue ante las dueñas de casa por 62 a 67 puntos. El seremi del Deporte en Los Lagos, Claus Lindemann, precisó que “este año, debido a la situación sanitaria, el  Consejo General de los Juegos Binacionales de la Araucanía decidió postergar la Vigésima novena versión de este certamen a realizarse en nuestra región y propuso el desarrollo de competencias entre provincias argentinas y regiones chilenas, para mantener la motivación por la práctica deportiva de los jóvenes y en este sentido, se han programado competencias de las diferentes disciplinas en las regiones chilenas”. ",2021-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,21911107.0,chile,radiosago,https://www.radiosago.cl/gobernador-regional-celebro-los-cambios-logrados-en-ley-de-presupuestos/,Gobernador regional celebró los cambios logrados en Ley de Presupuestos,"Por primera vez la construcción de la Ley de Presupuestos para el año 2022 contó con la participación de representantes regionales, esta vez con los gobernadores regionales, nueva autoridad elegida este año por votación popular. Aumento del porcentaje concursable del FNDR para organizaciones sociales, traduciéndose a mayor participación de la comunidad en la promoción de actividades sociales; proyectos Fril de hasta 2.500 UTM y nuevos recursos por 40 mil millones a distribuirse entre todas las regiones, son parte de los ítems que los gobernadores califican como “triunfos históricos”. El gobernador regional de Los Lagos, Patricio Vallespín lo confirmó. Vallespín destacó que se comience a considerar a la nueva autoridad como un actor relevante a la hora de la descentralización.  Además, los Gobiernos Regionales se transforman en la primera institución pública, no municipal, en evitar la devolución de recursos al nivel nacional, por no ejecución, cifra que puede representar hasta el 50 por ciento de lo no gastado, con un tope de $50 mil millones. Lo que implica que esos recursos queden en la Región, para ser invertidos en las necesidades de la comunidad local.",2021-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,21912068.0,chile,radiosago,https://www.radiosago.cl/con-foco-en-innovacion-y-sustentabilidad-finaliza-semana-de-la-pyme-en-la-region-de-los-lagos/,Con foco en innovación y sustentabilidad finaliza Semana de la Pyme en la Región de Los Lagos,"Para cerrar el último día de la Semana de la Pyme, el seremi de Economía, Fomento y Turismo, Francisco Muñoz, junto al director regional de Corfo, Rodrigo Carrasco, visitaron dos emprendimientos destacados de la región de Los Lagos, en las áreas de innovación y sustentabilidad. Se trata de “Vortex”, emprendimiento del rubro acuícola con incorporación de tecnologías submarinas y “Mapu Dellwi”, emprendimiento dedicado a la creación de macetas biodegradables con residuos vegetales. El Seremi de Economía, Francisco Muñoz, destacó que “cada día de esta Semana de la Pyme tuvimos una serie de ejes temáticos específicos.  Respecto a la visita de a “Vortex”, el director regional de Corfo, Rodrigo Carrasco, dijo que “en el último día de la Semana de la Pyme queremos relevar los emprendimientos que incorporan la innovación.  Esta fue una de las últimas actividades que se enmarcan en la décima versión de la Semana de la Pyme. La región destacó por tener más de 30 actividades, que fueron coordinadas por 6 ministerios y 14 servicios. Esta versión prevaleció las instancias de reconocimiento a emprendimiento locales, con el objetivo visibilizar y difundir el trabajo que diariamente realizan para fortalecer la economía regional.",2021-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,21912216.0,chile,radiosago,https://www.radiosago.cl/region-de-los-lagos-registra-el-mayor-numero-de-zonas-de-interes-turistico-declaradas-del-pais/,Región de Los Lagos registra el mayor número de Zonas de Interés Turístico declaradas del país,"Los Lagos cuenta con la mayor cantidad de Zonas de Interés Turístico del país. Este año el comité de ministros aprobó tres y prontamente se sumará una nueva y otra más que corresponde a una actualización a la ley vigente. En total son 22 comunas de las 30 que tiene el territorio vinculadas a esta herramienta de fomento a la actividad turística. Paulina Ros, directora regional de Sernatur explicó que «Las Zonas de Interés Turístico tienen una visión integral. Lo central es el turismo, pero hay dimensiones de sustentabilidad, capital humano, capacitación, generación competencias, infraestructura y equipamiento, desarrollo de productos y promoción. Esa mirada impulsa el desarrollo del turismo sustentable que es el sello por el cual trabajamos en nuestra región”. En tanto, Francisco Muñoz, seremi de Economía, comentó que “la región de Los Lagos es el tercer destino con mayor cantidad de visitantes en el país, luego de la región Metropolitana y de Valparaíso. En ese sentido, la articulación de la ZOIT no solamente visibiliza aspectos de infraestructura, propuestos en el plan de acción, sino también del desarrollo de capital humano y sustentabilidad que se hace relevante para la conservación del destino”. Cabe precisar que Las ZOIT agrupan a seis ministerios, representados por sus seremías, y otros servicios públicos que se comprometen con el plan de acción. Líneas de trabajo establecidas según las brechas detectadas en talleres previos. La ZOIT Lago Llanquihue fue declarada por el Comité de Ministros para el Turismo el 28 de julio 2020 y publicada en el Diario Oficial el 2 de agosto 2021, tras un proceso de trabajo mancomunado que duró tres años. Su plan de acción fue definido por el mismo territorio para el desarrollo inclusivo y sustentable con una visión común. Por su parte, Víctor Angulo, alcalde de Llanquihue y presidente de la Asociación de Municipalidades de la Cuenca del Lago, expresó que “la solidaridad entre unos y otros es fundamental porque nuestros paisajes naturales llaman a visitar. Pero creo también indispensable que, el servicio que se entregue tiene que ser diferenciador, entre las diferentes zonas, al momento que un turista decida por uno u otro destino. Es ahí nuestro mayor desafío”. La ZOIT es la única herramienta reconocida por la Ley de Turismo N° 20.423 para priorizar la ejecución de programas y proyectos públicos de fomento al desarrollo de la actividad turística, como la asignación de recursos destinados a obras de infraestructura y equipamiento necesarios. Esteban Valenzuela, empresario turístico y miembro de la Gobernanza ZOIT Lago Llanquihue, dijo “estoy súper contento con esto que está sucediendo hoy día con la cuenca y la Gobernanza de la ZOIT. Nos parece, especialmente para mí, muy cómodo porque nos permite visibilizar algunos temas. Con hartas ganas de colaborar con la parte pública y con todos los privados que tenemos en la cuenca del lago: Llanquihue, Frutillar, Puerto Octay y Puerto Varas. Uno de los puntos que me llama mucho la atención es ordenar el tema de la basura acá en el lago”. Cabe recordar que este año el Comité de Ministros para el Turismo declaró las ZOIT Río Puelo, Cochamó y Hualaihué; ZOIT Chaitén y ZOIT Lago Llanquihue. Junto a la ZOIT Futaleufú – Palena y ZOIT Chiloé, la región de Los Lagos, cuenta con cinco territorios declarados. Prontamente se actualizará la ZOIT Isla Tenglo – Angelmó a la ley vigente, mientras que la ZOIT Puyehue – Río Bueno, la primera declaratoria birregional del país, se encuentra en etapa de participación ciudadana.",2021-10-17,,,,1.0,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0
8,21912513.0,chile,radiosago,https://www.radiosago.cl/ministra-de-agricultura-celebro-en-chiloe-10-anos-de-la-certificacion-sipam-de-la-fao/,Ministra de Agricultura celebró en Chiloé 10 años de la certificación “SIPAM” de la FAO,"Fue el año 2011 cuando la Isla de Chiloé fue declarada sitio SIPAM, “Sistemas de Patrimonio Agrícola Mundial”, que consiste en una iniciativa de la Organización de las Naciones Unidas que busca reconocer y promover la conservación de sitios que poseen características agrícolas y culturales únicas en el mundo. La ministra de Agricultura, Maria Emilia Undurraga, llegó hasta la isla grande donde destacó estos 10 años de la declaratoria de esta marca, y que es de origen propio del sur de Chile, y que está asentada en la Isla de Chiloé.  Por su parte el alcalde de Quinchao, René Garcés, valoró el apoyo de parte de las autoridades de gobierno para mantener vivo lo que es la marca propia de la Isla.  En la misma línea, el Delegado Presidencial para la región de Los Lagos, Carlos Geisse, destacó el valor que brinda los avances tecnológicos que fortalecen las identidades y culturas del territorio, para expandirlos al mundo.  La Marca y Certificación SIPAM Chiloé, está basada en un sello territorial que permite diferenciar productos y servicios del Archipiélago chilote, provenientes de sistemas campesinos con identidad cultural basados en una agricultura sustentable que valora y conserva prácticas agrícolas tradicionales, y potencia la agricultura familiar campesina única en el país y el mundo.",2021-10-28,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
9,21912819.0,chile,radiosago,https://www.radiosago.cl/positiva-evaluacion-de-carabineros-tras-primera-noche-sin-toque-de-queda-en-la-provincia-de-llanquihue/,Positiva evaluación de Carabineros tras primera noche sin toque de queda en la provincia de Llanquihue," Carabineros realizó una positiva evaluación de la primera noche sin toque de queda en la provincia de Llanquihue, ya que no se registraron desórdenes, accidentes u otros hechos policiales de significación. Así lo dio a conocer el subprefecto de los servicios, comandante Boris Alegría, quien manifestó que durante la primera noche sin toque de queda, en general la comunidad, y especialmente la juventud, se comportó de manera responsable.  En este sentido, el oficial destacó también el compromiso de los dueños de establecimientos de venta de alcohol, quienes se han comprometido en colaborar para tener un exitoso retorno a la normalidad. Carabineros hizo un llamado a la comunidad a ser responsables con esta nueva etapa que está viviendo la zona, especialmente para asegurar la salud de todas las personas.",2021-10-01,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
